brand,condition,door_count,first_owner,fiscal_power,fuel_type,mileage,model,origin,price,sector,seller_city,transmission,year,publication_Year,publication_Month,publication_Day,publication_Weekday,Is_Weekend,Days_since_posted,Alloy_wheels,Airbags,Air_conditioning,Navigation_system,Sunroof,Leather_seats,Parking_sensors,Rear_camera,Electric_windows,ABS,ESP,Cruise_control,Speed_limiter,CD/MP3/Bluetooth,On_board_computer,Central_locking
mercedes-benz,Excellent,5,Non,7,diesel,174999,Classe A,WW au Maroc,163000,Casablanca,Ain Sebaa,Automatique,2014,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
peugeot,Excellent,5,Oui,6,diesel,134999,2008,WW au Maroc,150000,El Jadida,Hay Nassim,Manuelle,2018,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False
audi,Excellent,5,Oui,8,diesel,104999,A4,WW au Maroc,325000,Bouskoura,Ville verte,Automatique,2021,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dacia,Bon,5,Non,6,diesel,274999,Duster,WW au Maroc,109000,Sale,Hay Chmaou,Manuelle,2010,2025,4,3,5,0,27,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
dacia,Excellent,5,Non,6,diesel,22499,Logan,WW au Maroc,68000,Souk El Arbaa,Toute la ville,Manuelle,2012,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
renault,Excellent,5,Non,6,diesel,144999,Megane,WW au Maroc,198000,Casablanca,Oulfa,Automatique,2022,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
volkswagen,Excellent,5,Non,8,diesel,114999,Caddy,WW au Maroc,210000,Tamesna,Toute la ville,Manuelle,2021,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
citroen,Très bon,5,Oui,6,diesel,77499,C-Elysée,WW au Maroc,140000,Tanger,Branes 2,Manuelle,2023,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
opel,Excellent,3,Non,6,essence,144999,Adam,Importée neuve,90000,Casablanca,Abdelmoumen,Manuelle,2017,2025,4,4,6,1,26,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dfsk,Très bon,3,Oui,5,essence,2499,K01h,WW au Maroc,69000,Casablanca,Aïn Borja,Manuelle,2020,2025,3,13,5,0,48,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
renault,Excellent,5,Non,6,diesel,274999,Scenic,Dédouanée,105000,Temara,Wifak,Manuelle,2010,2025,1,12,1,0,108,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Non,6,essence,12499,Polo,WW au Maroc,93000,Tanger,Souani,Manuelle,2012,2025,3,13,5,0,48,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
porsche,Excellent,5,Oui,12,essence,42499,Macan,Importée neuve,860000,Agadir,Le centre-ville,Automatique,2023,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,3,Oui,6,diesel,92499,Kangoo,WW au Maroc,95000,Casablanca,Aïn Chock,Manuelle,2019,2025,1,12,1,0,108,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
dacia,Excellent,5,Non,6,diesel,274999,Duster,WW au Maroc,10600,Ifrane,Autre secteur,Manuelle,2012,2025,4,12,7,1,18,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
ssangyong,Très bon,5,Non,8,diesel,87499,Kyron,WW au Maroc,50000,Casablanca,Lissasfa,Manuelle,2006,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bmw,Très bon,5,Non,11,essence,224999,Série 3,WW au Maroc,66000,Agadir,Hay Dakhla,Automatique,2006,2025,4,6,1,0,24,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Non,8,diesel,27499,Golf 4,WW au Maroc,69000,Casablanca,Hay Alfalah,Manuelle,2001,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
jeep,Très bon,5,Non,12,diesel,114999,Grand Cherokee,WW au Maroc,125000,Casablanca,Oulfa,Automatique,2012,2024,9,14,7,1,228,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Très bon,5,Non,7,diesel,274999,Kangoo,WW au Maroc,91000,Chtouka,Toute la ville,Manuelle,2010,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
hyundai,Excellent,5,Non,6,essence,82499,i10,WW au Maroc,68000,El Jadida,Hay Essalam,Manuelle,2013,2025,1,12,1,0,108,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
toyota,Très bon,5,Non,7,essence,224999,Corolla,WW au Maroc,43000,Errachidia,Toute la ville,Manuelle,2000,2025,4,4,6,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Excellent,5,Non,6,diesel,114999,Polo,WW au Maroc,122000,Kenitra,Centre,Manuelle,2017,2025,4,1,3,0,29,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
nissan,Très bon,5,Oui,6,diesel,164999,Qashqai,WW au Maroc,170000,Agadir,Tilila,Manuelle,2017,2025,3,24,2,0,37,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
land rover,Très bon,5,Non,9,diesel,104999,Range Rover Evoque,WW au Maroc,200000,Casablanca,Californie,Automatique,2016,2025,4,5,7,1,25,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
alfa romeo,Très bon,3,Non,9,essence,37499,147,WW au Maroc,40000,Tanger,Mesnana,Manuelle,2001,2025,4,2,4,0,28,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
dacia,Excellent,5,Oui,6,diesel,27499,Logan,WW au Maroc,55000,Midelt,Toute la ville,Automatique,2007,2025,4,2,4,0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
citroen,Bon,5,Non,7,diesel,224999,Xsara,WW au Maroc,42000,El Jadida,Centre,Manuelle,2004,2025,3,28,6,1,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
renault,Très bon,5,Non,6,diesel,67499,Clio,WW au Maroc,117000,Fes,Oued Fès,Manuelle,2019,2025,3,23,1,0,38,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
peugeot,Excellent,5,Oui,6,diesel,7499,208,Dédouanée,147000,Casablanca,Ain Sebaa,Manuelle,2023,2025,3,25,3,0,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat,Très bon,5,Non,5,diesel,72499,Fiorino,WW au Maroc,112000,Rabat,Haut Agdal,Manuelle,2021,2025,1,12,1,0,108,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
dacia,Très bon,5,Non,7,essence,174999,Sandero,WW au Maroc,73000,Casablanca,Sidi Maarouf,Manuelle,2017,2025,3,13,5,0,48,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
volkswagen,Excellent,3,Oui,12,diesel,104999,Touareg,WW au Maroc,469000,Casablanca,Ain Sebaa,Automatique,2019,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
opel,Neuf,5,Oui,6,essence,27499,Mokka,WW au Maroc,240000,Casablanca,Anfa,Automatique,2024,2025,1,12,1,0,108,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mitsubishi,Excellent,5,Oui,9,diesel,224999,L200,WW au Maroc,57000,Casablanca,Sidi Bernoussi,Manuelle,2001,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
honda,Très bon,5,Non,13,essence,224999,Accord,WW au Maroc,80000,Casablanca,Oulfa,Automatique,2009,2025,4,3,5,0,27,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
land rover,Très bon,5,Non,11,diesel,224999,Range Rover,WW au Maroc,90000,Casablanca,Bourgogne,Automatique,2008,2025,1,12,1,0,108,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
renault,Excellent,5,Non,6,diesel,224999,Kangoo,WW au Maroc,62000,Tanger,Bel Air - Val fleuri,Manuelle,2004,2025,1,12,1,0,108,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False
dacia,Excellent,5,Non,6,diesel,154999,Duster,WW au Maroc,147000,Casablanca,Ain Sebaa,Automatique,2018,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Très bon,5,Non,7,diesel,224999,Kangoo,WW au Maroc,80000,Ben Guerir,Toute la ville,Manuelle,2009,2024,10,14,2,0,198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
renault,Très bon,5,Non,9,diesel,324999,Latitude,WW au Maroc,80000,Temara,Centre Ville,Manuelle,2011,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False
renault,Très bon,3,Oui,6,diesel,174999,Clio,Dédouanée,102000,Casablanca,Maarif,Manuelle,2016,2024,9,14,7,1,228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bmw,Très bon,5,Non,11,essence,164999,Série 1,WW au Maroc,85000,Khemisset,Toute la ville,Manuelle,2010,2024,9,14,7,1,228,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Oui,8,diesel,194999,Touran,Dédouanée,240000,Al Aaroui,Toute la ville,Automatique,2017,2025,4,7,2,0,23,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False
volkswagen,Excellent,5,Non,11,diesel,144999,Passat CC,WW au Maroc,189000,Oujda,Agdal,Automatique,2019,2025,3,13,5,0,48,False,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False
opel,Très bon,5,Non,6,diesel,104999,Crossland,WW au Maroc,164999,Casablanca,Sidi Bernoussi,Manuelle,2019,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
fiat,Très bon,5,Non,6,diesel,174999,Doblo,WW au Maroc,70000,Casablanca,Roches Noires,Manuelle,2015,2024,9,14,7,1,228,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ford,Très bon,5,Oui,6,diesel,92499,Kuga,WW au Maroc,195000,Errachidia,Toute la ville,Manuelle,2019,2024,10,14,2,0,198,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Non,7,diesel,154999,i40,WW au Maroc,125000,Sale,Hay Moulay Ismail,Automatique,2012,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ssangyong,Très bon,5,Non,8,diesel,42499,Actyon,WW au Maroc,64000,Casablanca,Sidi Bernoussi,Manuelle,2008,2025,3,26,4,0,35,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
dacia,Excellent,5,Oui,5,diesel,27499,Logan,WW au Maroc,165000,Kenitra,Taïbia,Manuelle,2023,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
volvo,Bon,5,Non,8,diesel,184999,XC60,WW au Maroc,355000,Tanger,Administratif,Automatique,2021,2025,3,31,2,0,30,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Très bon,5,Non,11,essence,224999,Golf 6,Dédouanée,110000,Casablanca,Al Qods,Manuelle,2011,2025,3,15,7,1,46,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
audi,Bon,5,Non,16,diesel,164999,Q7,Importée neuve,450000,Casablanca,Anfa,Automatique,2017,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False
nissan,Très bon,5,Non,8,essence,154999,Juke,Dédouanée,105000,Casablanca,Ain Sebaa,Automatique,2012,2025,3,13,5,0,48,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
opel,Excellent,5,Oui,6,diesel,62499,Crossland,WW au Maroc,188000,Oujda,Agdal,Manuelle,2019,2024,10,14,2,0,198,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
hyundai,Très bon,5,Oui,6,diesel,274999,Creta,WW au Maroc,75000,Agadir,Hay Zaytoun,Manuelle,2004,2025,4,12,7,1,18,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
volkswagen,Excellent,5,Oui,8,diesel,97499,Caddy,WW au Maroc,158000,Agadir,Hay Dakhla,Manuelle,2020,2025,4,11,6,1,19,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
volkswagen,Bon,5,Non,8,diesel,324999,Bora,WW au Maroc,66000,Agadir,Taddart,Manuelle,2004,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,124999,Kangoo,WW au Maroc,118999,Casablanca,Sidi Othmane,Manuelle,2019,2024,10,14,2,0,198,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
opel,Excellent,5,Non,5,diesel,32499,Corsa,WW au Maroc,65000,Sebt Gzoula,Toute la ville,Manuelle,2008,2024,9,14,7,1,228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
renault,Très bon,5,Non,6,diesel,104999,Megane,WW au Maroc,182000,Sale,Said Hajji,Automatique,2020,2025,3,28,6,1,33,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,32499,Sandero,WW au Maroc,140000,Marrakech,M'Hamid,Manuelle,2021,2025,4,9,4,0,21,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
volkswagen,Très bon,5,Non,8,diesel,324999,Golf 4,Dédouanée,59000,Casablanca,2 Mars,Manuelle,2003,2025,4,11,6,1,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Excellent,5,Non,8,diesel,164999,Touran,Dédouanée,190000,Tétouan,Ziana,Automatique,2015,2025,4,11,6,1,19,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,27499,Clio,WW au Maroc,226000,Tétouan,Wilaya,Manuelle,2024,2025,3,20,5,0,41,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
dacia,Très bon,5,Oui,6,diesel,72499,Logan,WW au Maroc,135000,Tanger,Girari,Manuelle,2021,2025,4,9,4,0,21,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Très bon,5,Non,7,diesel,324999,Megane,WW au Maroc,53000,Ouarzazate,Toute la ville,Manuelle,2002,2025,1,12,1,0,108,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
renault,Excellent,5,Non,6,diesel,224999,Megane,WW au Maroc,76000,Kenitra,Autre secteur,Manuelle,2005,2025,1,12,1,0,108,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
peugeot,Excellent,5,Oui,6,diesel,7499,208,WW au Maroc,165000,Tanger,Mesnana,Manuelle,2021,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
skoda,Très bon,5,Oui,8,diesel,124999,Octavia,WW au Maroc,167000,Oujda,Andalous,Automatique,2014,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
renault,Excellent,3,Oui,6,diesel,134999,Kangoo,WW au Maroc,132000,Agadir,Hay Dakhla,Manuelle,2017,2025,2,11,3,0,78,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
skoda,Excellent,5,Oui,8,diesel,72499,Octavia,WW au Maroc,166000,Casablanca,Errahma,Manuelle,2017,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
nissan,Excellent,5,Oui,6,diesel,174999,Micra,WW au Maroc,128000,Temara,Ain Atig,Manuelle,2018,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
renault,Pour Pièces,5,Oui,6,diesel,82499,Express,WW au Maroc,175000,Agadir,Hay Zaytoun,Manuelle,2023,2025,4,10,5,0,20,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
audi,Très bon,5,Non,8,diesel,224999,A6,WW au Maroc,150000,Casablanca,Bourgogne,Automatique,2012,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
fiat,Excellent,5,Oui,6,diesel,92499,Fiorino,WW au Maroc,116000,Casablanca,Bournazil,Automatique,2022,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False
fiat,Excellent,5,Non,6,essence,92499,500,WW au Maroc,86000,Rabat,Hay Nahda,Manuelle,2014,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
hyundai,Excellent,5,Oui,7,diesel,114999,ix35,WW au Maroc,160000,Marrakech,Assif,Manuelle,2015,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
renault,Très bon,5,Oui,6,diesel,174999,Clio,WW au Maroc,108000,Marrakech,Guéliz,Manuelle,2019,2025,3,25,3,0,36,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
bmw,Excellent,5,Oui,9,diesel,104999,Série 5,WW au Maroc,380000,Rabat,Hay Riad,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volvo,Bon,5,Non,8,diesel,194999,XC60,WW au Maroc,340000,Casablanca,Abdelmoumen,Automatique,2020,2025,2,11,3,0,78,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bmw,Excellent,5,Non,8,diesel,324999,Série 1,WW au Maroc,120000,Marrakech,Allal El Fassi,Manuelle,2011,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False
jeep,Excellent,5,Non,6,diesel,124999,Renegade,WW au Maroc,155000,Tinghir,Toute la ville,Manuelle,2016,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
audi,Très bon,5,Non,8,diesel,274999,A6,WW au Maroc,180000,Casablanca,Errahma,Automatique,2014,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,9,diesel,224999,Classe CLA,Dédouanée,240000,Meknes,Autre secteur,Automatique,2014,2025,4,6,1,0,24,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
land rover,Excellent,5,Oui,8,diesel,97499,Range Rover Evoque,WW au Maroc,255000,Agadir,Abattoirs,Automatique,2018,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
toyota,Excellent,5,Oui,8,diesel,224999,RAV 4,Dédouanée,148000,Taza,Toute la ville,Manuelle,2016,2025,3,26,4,0,35,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
fiat,Excellent,3,Oui,7,essence,87499,500,WW au Maroc,120000,Temara,Centre Ville,Automatique,2018,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Bon,5,Non,8,diesel,224999,Passat,Dédouanée,90000,Mohammedia,Mimosas,Manuelle,2007,2025,3,13,5,0,48,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False
ford,Excellent,5,Non,6,diesel,87499,C-Max,WW au Maroc,130000,Berkane,Toute la ville,Manuelle,2013,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,224999,Lodgy,Dédouanée,148000,Beni Mellal,Toute la ville,Manuelle,2020,2025,4,12,7,1,18,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
peugeot,Très bon,5,Non,8,diesel,194999,407,WW au Maroc,82000,Tétouan,Centre ville,Manuelle,2008,2025,3,31,2,0,30,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Bon,5,Non,11,diesel,274999,270,Dédouanée,55000,Mohammedia,Centre Ville,Automatique,2004,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Très bon,5,Oui,6,diesel,194999,C-Max,WW au Maroc,119000,Tétouan,Wilaya,Manuelle,2014,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
renault,Excellent,5,Non,6,diesel,164999,Clio,WW au Maroc,130000,Laayoune,Toute la ville,Manuelle,2022,2025,2,11,3,0,78,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Non,8,diesel,12499,Passat,Importée neuve,90000,Marrakech,Route d'Ourika,Manuelle,2008,2025,3,29,7,1,32,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
kia,Très bon,5,Non,8,diesel,27499,Cerato,WW au Maroc,53000,El Jadida,Centre,Manuelle,2007,2025,4,10,5,0,20,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
toyota,Neuf,5,Oui,10,hybride,7499,Corolla Cross,WW au Maroc,300000,Marrakech,Allal El Fassi,Automatique,2024,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
toyota,Très bon,5,Non,12,diesel,224999,Land Cruiser,Importée neuve,260000,Agadir,Founty,Automatique,2010,2024,9,14,7,1,228,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Oui,11,hybride,87499,Sonata,WW au Maroc,275000,Rabat,Hay Riad,Automatique,2022,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Très bon,5,Non,6,diesel,124999,Duster,WW au Maroc,143000,Casablanca,Aïn Borja,Manuelle,2019,2025,4,12,7,1,18,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False
peugeot,Excellent,5,Oui,6,diesel,97499,208,WW au Maroc,115000,Marrakech,Targa,Manuelle,2017,2025,4,5,7,1,25,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Oui,6,diesel,17499,Clio,WW au Maroc,120000,Kenitra,Bir Rami,Manuelle,2016,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
dacia,Très bon,5,Oui,6,diesel,124999,Logan,WW au Maroc,108000,Casablanca,Aïn Borja,Manuelle,2018,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
citroen,Excellent,5,Non,6,diesel,224999,Berlingo,WW au Maroc,115000,Sidi Bennour,Toute la ville,Manuelle,2013,2025,2,11,3,0,78,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
renault,Excellent,5,Oui,6,diesel,224999,Captur,WW au Maroc,117000,Fes,Ain Amiyer,Manuelle,2016,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
land rover,Excellent,5,Non,8,diesel,184999,Range Rover Velar,WW au Maroc,320000,Marrakech,Hay Al Massar,Automatique,2017,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Oui,6,diesel,47499,Creta,WW au Maroc,210000,Oujda,Hikma I,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False
kia,Bon,5,Non,8,diesel,224999,Sportage,WW au Maroc,70000,Ait Melloul,Toute la ville,Manuelle,2007,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
mercedes-benz,Excellent,5,Oui,9,diesel,154999,Classe E,WW au Maroc,285000,Marrakech,Victor Hugo,Automatique,2017,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mg,Très bon,5,Oui,10,essence,27499,MG4,Pas encore dédouanée,53000,Casablanca,Oulfa,Manuelle,2008,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
audi,Excellent,5,Oui,8,diesel,57499,A3,Importée neuve,485000,Tanger,Branes 1,Automatique,2022,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Bon,5,Non,6,diesel,274999,Clio,WW au Maroc,65000,Agadir,Tilila,Manuelle,2007,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False
kia,Très bon,5,Non,6,diesel,32499,Sportage,WW au Maroc,359001,Casablanca,Sidi Bernoussi,Automatique,2023,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
peugeot,Très bon,5,Non,7,essence,224999,307,Dédouanée,49000,Taza,Toute la ville,Manuelle,2006,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
peugeot,Très bon,5,Non,6,diesel,97499,508,WW au Maroc,112000,Berrechid,Toute la ville,Manuelle,2013,2025,2,11,3,0,78,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
fiat,Excellent,3,Non,6,essence,72499,500,WW au Maroc,132000,Casablanca,2 Mars,Automatique,2022,2025,3,19,4,0,42,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Bon,5,Non,6,diesel,324999,Scenic,Dédouanée,95000,Ain Aouda,Toute la ville,Manuelle,2011,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
ford,Bon,5,Non,6,diesel,144999,C-Max,WW au Maroc,120000,Casablanca,Mers Sultan,Manuelle,2012,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
bmw,Excellent,5,Non,8,diesel,224999,Série 3,Dédouanée,128000,Rabat,Agdal,Automatique,2009,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Non,7,diesel,144999,ix35,WW au Maroc,148000,Casablanca,Aïn Borja,Manuelle,2014,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
opel,Excellent,5,Oui,6,diesel,114999,Grandland,WW au Maroc,198000,Kenitra,Centre,Manuelle,2019,2025,4,7,2,0,23,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
dacia,Neuf,5,Oui,6,diesel,2499,Logan,WW au Maroc,135000,Agadir,Av des Far,Manuelle,2022,2025,3,13,5,0,48,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,3,Oui,5,essence,2499,Clio,WW au Maroc,77000,Tanger,Tanger City Center,Manuelle,2014,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False
audi,Excellent,5,Non,7,diesel,164999,Q5,WW au Maroc,370000,Agadir,Tilila,Automatique,2019,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False
kia,Excellent,5,Non,6,essence,194999,Picanto,WW au Maroc,53000,Temara,Ain Atig,Manuelle,2008,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
ford,Excellent,5,Non,9,diesel,104999,Transit,WW au Maroc,247000,El Jadida,Najd,Manuelle,2020,2025,4,9,4,0,21,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False
volkswagen,Excellent,5,Non,8,diesel,174999,Tiguan,Dédouanée,310000,Errachidia,Toute la ville,Automatique,2017,2025,3,31,2,0,30,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
toyota,Bon,5,Non,11,essence,17499,RAV 4,WW au Maroc,40000,Sale,Dar El Lhamra,Manuelle,2002,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
dacia,Très bon,5,Non,6,diesel,134999,Duster,WW au Maroc,162000,Meknes,Marjane 2,Automatique,2021,2025,3,15,7,1,46,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
